date,AAPL,AMZN,BAC,CVX,GOOGL,HD,JNJ,JPM,KO,MSFT,NVDA,PFE,PG,TSLA,UNH,VZ,WMT,XOM
2020-08-31,129.04,172.548,25.74,83.93,81.4765,285.04,153.41,100.19,49.53,225.53,13.3745,37.79,138.33,166.1067,312.55,59.27,46.2833,39.94
2020-09-01,134.18,174.956,25.71,83.08,82.754,285.94,151.52,100.14,49.12,227.27,13.821,36.88,138.18,158.35,312.83,59.16,49.1967,39.43
2020-09-02,131.4,176.5725,26.02,83.19,85.8695,287.2,153.83,101.65,51.19,231.65,14.3465,37.2,140.51,149.1233,320.24,60.53,49.2267,39.19
2020-09-03,120.88,168.4,25.66,82.28,81.4755,274.63,149.55,101.33,50.48,217.3,13.0155,36.4,138.26,135.6667,316.23,60.61,48.18,39.11
2020-09-04,120.96,164.731,26.54,81.93,79.0605,269.66,148.59,103.52,51.04,214.25,12.6225,36.36,137.96,139.44,312.0,60.48,47.61,39.08
2020-09-08,112.82,157.492,25.48,78.97,76.18,269.26,147.26,99.92,49.81,202.66,11.913,35.93,135.94,110.07,307.25,59.96,46.15,38.18
2020-09-09,117.32,163.4305,25.51,80.03,77.3615,277.04,149.7,100.87,50.19,211.29,12.715,36.18,138.15,122.0933,312.02,60.04,46.63,37.95
2020-09-10,113.49,158.7555,25.14,78.15,76.3025,272.7,146.91,99.83,50.0,205.37,12.3118,35.65,136.7,123.78,304.6,59.53,45.6033,37.0
2020-09-11,112.0,155.811,25.5,77.69,75.788,276.33,147.78,101.07,51.06,204.03,12.1645,36.07,138.14,124.24,301.48,59.79,45.5667,36.9
2020-09-14,115.355,155.1485,25.75,77.29,75.4415,280.65,148.35,102.47,50.71,205.41,12.8723,37.01,138.63,139.8733,308.57,60.32,45.7733,36.66
2020-09-15,115.54,157.8065,25.28,76.35,76.756,285.58,148.89,99.28,51.05,208.78,12.991,36.96,138.63,149.92,307.23,60.6,45.7867,36.27
2020-09-16,112.13,153.905,25.6,78.56,75.6045,281.63,148.4,99.7,50.79,205.05,12.5145,36.78,137.7,147.2533,306.52,60.37,45.42,37.81
2020-09-17,110.34,150.4365,25.35,78.79,74.352,279.96,147.17,98.56,50.55,202.91,12.4635,36.82,137.52,141.1433,304.98,60.59,45.5633,37.8
2020-09-18,106.84,147.7455,25.21,78.21,72.5545,275.19,149.18,98.35,50.45,200.39,12.1893,36.63,137.37,147.3833,308.02,60.35,45.0967,37.19
2020-09-21,110.08,148.0235,24.47,76.3,71.507,272.35,145.1,95.31,49.09,202.54,12.5173,36.02,136.71,149.7967,299.19,59.61,45.69,36.43
2020-09-22,111.81,156.4495,23.94,75.53,72.991,273.31,144.21,94.27,49.66,207.42,12.6378,36.25,137.96,141.41,294.26,59.82,46.1033,35.53
2020-09-23,107.12,149.993,23.26,71.95,70.4695,266.55,144.44,92.74,48.21,200.59,12.1238,36.0,136.31,126.7867,292.14,58.91,45.33,34.39
2020-09-24,108.22,150.9895,23.34,71.8,71.143,265.7,144.67,92.66,48.7,203.19,12.348,35.76,136.92,129.2633,292.66,59.19,45.5667,34.32
2020-09-25,112.28,154.7565,23.49,71.83,71.953,268.55,145.66,93.47,48.72,207.82,12.8738,36.05,137.62,135.78,302.5,59.39,45.7567,34.64
2020-09-28,114.96,158.7025,24.09,73.93,72.933,272.33,147.11,96.16,49.28,209.44,13.035,36.39,138.01,140.4,303.23,59.36,45.75,35.31
2020-09-29,114.09,157.244,23.77,71.9,73.301,272.11,147.06,95.35,48.92,207.26,13.2258,36.17,137.26,139.69,304.15,59.24,45.7133,34.28
2020-09-30,115.81,157.4365,24.09,72.0,73.28,277.71,148.88,96.27,49.37,210.33,13.5305,36.7,138.99,143.0033,311.77,59.49,46.6367,34.33
2020-10-01,116.79,161.063,24.1,70.42,74.395,277.62,147.32,96.97,49.18,212.46,13.6145,36.37,139.24,149.3867,313.07,59.45,47.6933,33.13
2020-10-02,113.02,156.25,24.21,71.19,72.78,279.31,146.24,97.89,49.36,206.19,13.0623,36.38,138.12,138.3633,311.98,59.24,46.8333,32.98
2020-10-05,116.5,159.96,24.62,72.7,74.1415,282.1,148.23,99.04,49.38,210.38,13.6425,36.75,139.39,141.8933,318.15,59.66,47.2667,33.74
2020-10-06,113.16,154.998,24.37,72.3,72.551,276.47,146.26,98.02,48.94,205.91,13.7365,36.17,139.61,137.9933,314.45,59.46,46.8767,33.39
2020-10-07,115.08,159.7845,24.88,73.78,72.957,282.79,147.88,99.73,49.56,209.83,13.964,36.47,140.7,141.7667,323.17,59.61,46.9633,33.5
2020-10-08,114.97,159.5275,25.24,75.22,74.1715,284.52,148.89,101.78,50.46,210.58,13.8388,36.89,141.65,141.9733,322.41,59.19,47.12,35.26
2020-10-09,116.97,164.3325,25.36,74.0,75.5225,285.92,150.97,101.2,50.81,215.81,13.7628,36.79,142.92,144.6667,327.84,59.33,47.5933,34.74
2020-10-12,124.4,172.1465,25.68,74.51,78.2295,286.91,151.84,102.44,51.09,221.4,14.226,36.82,144.49,147.4333,329.97,59.55,48.0833,34.63
2020-10-13,121.1,172.1815,24.95,73.4,78.3535,290.36,148.36,100.78,50.22,222.86,14.2483,36.9,144.21,148.8833,331.42,59.36,48.7433,34.22
2020-10-14,121.19,168.1855,23.62,72.95,78.172,287.09,148.1,100.22,50.12,220.86,14.0953,36.86,144.04,153.7667,321.85,58.43,47.98,34.15
2020-10-15,120.71,166.9325,24.15,73.51,77.7735,287.54,147.19,101.72,49.99,219.66,13.97,36.55,143.83,149.6267,324.57,58.16,48.1767,34.45
2020-10-16,119.02,163.6355,24.24,72.89,78.385,287.66,148.1,101.51,50.03,219.66,13.8115,37.95,144.39,146.5567,329.9,58.05,48.2367,34.1
2020-10-19,115.98,160.3605,23.72,71.28,76.4975,283.73,144.32,99.8,49.62,214.22,13.4978,37.8,141.91,143.61,324.22,57.3,47.65,33.42
2020-10-20,117.51,160.8505,24.14,71.68,77.554,286.04,144.55,100.37,50.25,214.65,13.6455,37.49,142.48,140.6467,323.41,57.25,47.9667,33.7
2020-10-21,116.87,159.247,24.05,70.87,79.2995,284.51,143.93,99.37,49.99,214.8,13.5248,37.08,143.25,140.88,322.79,56.75,48.1333,33.16
2020-10-22,115.75,158.82,24.87,73.4,80.333,281.16,145.08,102.88,50.68,214.89,13.361,37.43,141.45,141.93,325.73,57.33,47.85,34.86
2020-10-23,115.04,160.22,24.9,72.57,81.649,283.0,145.24,103.81,50.52,216.23,13.5903,38.18,142.38,140.21,330.6,57.96,47.95,34.16
2020-10-26,115.05,160.352,24.54,70.94,79.2145,276.04,143.97,101.24,49.8,210.08,13.1413,37.92,141.3,140.0933,323.06,57.81,47.3867,33.35
2020-10-27,116.6,164.3165,23.85,69.51,79.944,276.84,143.15,99.33,49.9,213.25,13.3968,37.43,142.36,141.56,320.51,57.38,47.6233,32.82
2020-10-28,111.2,158.139,23.47,66.88,75.54,269.72,138.36,96.54,47.96,202.68,12.627,35.45,137.66,135.34,308.0,56.31,46.68,31.57
2020-10-29,115.32,160.5505,23.54,68.8,77.844,269.63,137.19,97.17,48.02,204.72,13.024,35.28,137.57,136.9433,303.68,56.76,46.64,32.97
2020-10-30,108.86,151.8075,23.7,69.5,80.8055,266.71,137.11,98.04,48.06,202.47,12.534,35.48,137.1,129.3467,305.14,56.99,46.25,32.62
2020-11-02,108.77,150.224,24.08,72.15,81.216,270.74,138.69,100.25,48.62,202.33,12.5808,36.23,138.5,133.5033,312.1,57.7,46.8,33.99
2020-11-03,110.44,152.4205,24.69,71.74,82.283,277.37,138.5,103.41,49.35,206.43,13.0195,36.19,141.22,141.3,321.35,57.75,47.5933,33.41
2020-11-04,114.95,162.058,23.68,71.77,87.2925,282.72,139.4,100.25,49.17,216.39,13.7943,37.33,140.64,140.3267,354.56,57.22,47.32,33.23
2020-11-05,119.03,166.1,24.61,72.14,88.125,285.85,139.76,104.35,49.44,223.29,14.16,36.39,142.38,146.03,354.4,58.15,47.8233,33.17
2020-11-06,118.69,165.5685,24.31,71.15,87.9865,284.24,142.25,102.96,49.45,223.72,14.562,36.4,143.23,143.3167,347.46,58.53,48.59,32.78
2020-11-09,116.32,157.187,27.76,79.4,88.071,269.97,146.08,116.9,52.57,218.39,13.6308,39.2,137.99,140.42,350.0,59.84,47.8467,36.93
2020-11-10,115.97,151.751,27.66,83.07,86.886,275.57,148.28,116.52,53.98,211.01,12.77,38.68,140.26,136.7867,353.69,61.1,48.52,36.86
2020-11-11,119.49,156.8695,27.34,82.46,87.3615,277.75,147.8,114.78,53.58,216.55,13.418,38.5,142.07,139.0433,351.7,61.0,49.3267,36.48
2020-11-12,119.21,155.514,26.69,80.67,87.141,276.24,148.3,113.37,53.01,215.44,13.4568,37.55,142.15,137.2533,354.41,60.79,49.41,35.23
2020-11-13,119.26,156.4405,27.0,83.03,88.613,277.17,149.9,114.08,53.45,216.51,13.297,38.62,144.28,136.1667,355.67,61.06,50.18,36.08
2020-11-16,120.3,156.553,27.58,88.96,88.7015,279.57,150.85,117.3,53.85,217.23,13.5153,37.33,142.43,136.03,356.82,60.89,50.8133,38.16
2020-11-17,119.39,156.783,27.55,87.04,88.083,272.47,149.35,116.11,53.68,214.46,13.4223,36.04,141.88,147.2033,352.1,60.75,49.79,38.67
2020-11-18,118.03,155.273,26.98,84.28,87.032,269.83,147.37,115.25,52.61,211.08,13.4288,36.32,139.7,162.2133,344.51,60.32,49.6967,37.21
2020-11-19,118.64,155.851,26.98,85.73,87.9285,270.93,147.14,115.56,53.13,212.42,13.4403,36.19,139.53,166.4233,337.0,60.21,50.7067,37.4
2020-11-20,117.34,154.97,26.81,85.79,86.819,269.81,146.36,114.57,52.67,210.39,13.0878,36.7,139.3,163.2033,334.7,60.04,50.08,36.94
2020-11-23,113.85,154.9195,27.39,91.03,86.378,271.4,143.87,117.87,52.68,210.11,13.14,36.52,138.76,173.95,335.06,60.23,50.31,39.36
