date,open,high,low,close,volume
2020-08-06,,31.9984,31.3008,31.5496,14189701.6763
2020-08-07,,32.1976,31.1504,31.8984,16789001.5193
2020-08-10,,33.3936,31.7992,33.244,19083553.9913
2020-08-11,,34.8888,33.344,33.5432,18978538.7754
2020-08-12,,34.2904,32.796,33.4936,14308347.7432
2020-08-13,,33.6928,32.8208,32.8952,10927672.7774
2020-08-14,,33.4936,32.2472,33.1944,10268025.9015
2020-08-17,,33.344,32.1472,32.2472,11980094.7385
2020-08-18,,32.7456,31.948,32.0984,8651294.9741
2020-08-19,,32.7456,31.6488,31.7992,11045124.2539
2020-08-20,,31.7832,30.9512,31.2504,12936073.8841
2020-08-21,,31.7992,31.0512,31.4496,12410503.0347
2020-08-24,,33.0944,31.4,33.0448,20816863.2246
2020-08-25,,33.3936,32.2976,32.8456,14096093.455
2020-08-26,,32.9952,32.0984,32.2976,11654157.331
2020-08-27,,33.0448,32.1472,32.2976,14862249.6878
2020-08-28,,32.9952,32.2472,32.9448,12010209.2927
2020-08-31,,33.344,31.2008,31.6,28804280.6989
2020-09-01,,31.8984,30.652,30.8512,18993293.1916
2020-09-02,,32.1472,30.752,32.0984,17012836.1521
2020-09-03,,33.1448,31.3008,31.5,19057008.7627
2020-09-04,,32.696,31.2008,31.9984,18230122.2311
2020-09-08,,31.6992,30.5528,30.6024,24428712.9135
2020-09-09,,30.9016,30.0048,30.7024,22036214.2558
2020-09-10,,30.9016,29.9048,29.9048,19668602.1637
2020-09-11,,30.1536,29.556,29.6552,14579926.4692
2020-09-14,,30.7024,29.7056,30.652,15038754.9434
2020-09-15,,31.0016,30.0048,30.4032,17460359.9563
2020-09-16,,33.9424,30.1536,33.6432,52067460.3464
2020-09-17,,35.7856,33.244,35.1384,52791175.7132
2020-09-18,,35.5864,34.2408,34.2904,30607753.1619
2020-09-21,,33.1448,31.0512,31.6488,32933698.6447
2020-09-22,,32.796,30.9512,31.1504,28531051.7366
2020-09-23,,31.9984,30.4032,30.4528,17917108.8318
2020-09-24,,30.8024,29.9048,30.204,19293599.0696
2020-09-25,,30.752,30.0048,30.4528,16222117.7831
2020-09-28,,31.4496,30.8024,30.9016,16942472.2858
2020-09-29,,31.0512,30.204,30.5032,15032616.6665
2020-09-30,,31.3504,30.6024,31.0512,19501285.865
2020-10-01,,31.3504,30.4528,31.1008,15998074.8894
2020-10-02,,31.8984,30.1536,31.8488,18418845.8559
2020-10-05,,32.1472,31.5,31.948,12011328.0425
2020-10-06,,32.796,30.4528,30.752,34231586.8763
2020-10-07,,31.8984,30.9512,31.4496,16941105.9504
2020-10-08,,33.244,31.6,33.1448,20819993.9585
2020-10-09,,35.2384,33.3936,34.0912,35171887.2729
2020-10-12,,34.4896,33.5928,34.0416,18161237.458
2020-10-13,,33.9792,33.1944,33.4936,15335562.9225
2020-10-14,,34.3408,33.4936,33.9912,19814650.7796
2020-10-15,,34.2904,32.9448,34.2408,18030364.1939
2020-10-16,,36.6336,34.5648,36.3344,34520209.2824
2020-10-19,,37.2312,36.0352,36.3344,26650347.0137
2020-10-20,,36.9824,36.2352,36.5832,19994074.2949
2020-10-21,,36.932,36.2352,36.484,14978388.8001
2020-10-22,,38.6272,36.484,38.4776,19400886.094
2020-10-23,,40.0224,37.68,38.0288,27006705.7489
2020-10-26,,37.68,36.2848,36.7832,21171536.2108
2020-10-27,,36.8824,35.3376,35.3872,19845558.6511
2020-10-28,,39.1752,36.932,36.9824,51264068.3636
2020-10-29,,38.5776,36.4344,36.7328,25130185.1022
2020-10-30,,37.5808,36.3344,36.9824,20783331.2268
2020-11-02,,37.78,36.5336,37.4808,22046872.6752
2020-11-03,,39.4488,37.5808,39.1256,19767662.284
2020-11-04,,39.9728,37.5304,39.1256,25637137.876
2020-11-05,,40.1224,39.424,39.8232,17360767.5471
2020-11-06,,40.5712,39.6744,40.3216,17081968.9121
2020-11-09,,46.9008,42.9136,43.4616,39910121.4076
2020-11-10,,45.356,43.6112,44.7576,33354925.4077
2020-11-11,,45.4552,44.0096,44.3088,17818736.2933
2020-11-12,,44.2096,43.2128,43.6608,16229231.3546
2020-11-13,,46.1032,44.1096,46.1032,26255355.8971
2020-11-16,,48.0472,46.9512,47.6984,24318286.9291
2020-11-17,,48.5208,46.5016,48.2464,18408832.2826
2020-11-18,,50.0912,48.4712,48.496,30256726.9469
2020-11-19,,48.62,47.3992,48.1464,17790796.4395
2020-11-20,,48.9944,47.808,48.6448,16354018.1061
2020-11-23,,51.1872,49.1432,50.1904,21605768.4405
2020-11-24,,54.0776,51.8352,52.084,36099422.1642
2020-11-25,,52.6328,51.536,52.3336,22386430.7013
2020-11-27,,52.6328,51.3864,51.8352,10822108.4191
2020-11-30,,51.7848,49.6416,50.7384,25340091.7412
2020-12-01,,52.2336,50.3896,50.5896,17703021.1262
2020-12-02,,52.2336,49.8912,51.984,15649213.5437
2020-12-03,,53.3304,51.7848,52.832,18499573.8077
2020-12-04,,54.4768,52.3832,54.228,27272616.089
2020-12-07,,55.324,53.6296,54.128,19759144.0554
2020-12-08,,54.9752,53.7784,54.6264,19011750.5573
2020-12-09,,57.268,54.8256,56.7696,25511905.9118
2020-12-10,,57.2176,55.1248,56.42,19443949.736
2020-12-11,,56.8688,54.9256,55.6224,18052513.8754
2020-12-14,,56.5704,53.7784,53.9784,16088470.9183
