date,open,high,low,close,volume
2020-08-06,,77.2,76.25,77.12,2508434.0
2020-08-07,,77.51,76.28,77.5,2977842.0
2020-08-10,,78.46,77.26,78.37,4344677.0
2020-08-11,,79.91,78.42,78.72,4641579.0
2020-08-12,,80.06,79.0,79.69,4980134.0
2020-08-13,,78.99,77.85,78.14,3996943.0
2020-08-14,,78.3,77.37,77.71,2873497.0
2020-08-17,,78.54,77.06,78.26,2614523.0
2020-08-18,,79.42,78.25,79.18,2638850.0
2020-08-19,,79.77,78.59,78.7,4530662.0
2020-08-20,,78.78,78.01,78.22,2722037.0
2020-08-21,,78.59,77.39,78.06,3071239.0
2020-08-24,,79.9,78.04,79.63,2572174.0
2020-08-25,,80.46,79.26,79.62,3465351.0
2020-08-26,,80.09,78.24,79.98,3730078.0
2020-08-27,,81.22,79.55,80.0,3552664.0
2020-08-28,,80.8,79.16,80.74,3223335.0
2020-08-31,,80.73,79.75,79.79,3662020.0
2020-09-01,,79.5,78.639,79.04,3357529.0
2020-09-02,,80.41,78.84,79.98,3402650.0
2020-09-03,,81.61,78.74,79.32,4089690.0
2020-09-04,,80.42,78.35,79.15,4170914.0
2020-09-08,,79.59,77.89,79.03,4319584.0
2020-09-09,,81.47,79.56,80.47,4531840.0
2020-09-10,,81.23,79.77,80.41,3466475.0
2020-09-11,,81.5,80.32,81.23,3059314.0
2020-09-14,,82.59,81.31,81.94,4041735.0
2020-09-15,,82.52,81.37,81.4,3249345.0
2020-09-16,,82.24,80.54,80.6,4156944.0
2020-09-17,,80.67,79.16,79.47,5326806.0
2020-09-18,,79.57,77.99,78.08,10057619.0
2020-09-21,,78.3,76.356,77.83,5622828.0
2020-09-22,,78.79,76.88,77.01,4996208.0
2020-09-23,,77.35,75.285,75.5,5164458.0
2020-09-24,,77.085,74.92,76.35,3650912.0
2020-09-25,,76.0059,75.12,75.4,3901641.0
2020-09-28,,77.66,76.17,76.31,3899241.0
2020-09-29,,76.12,74.3,74.34,4114992.0
2020-09-30,,75.29,74.35,74.99,5476328.0
2020-10-01,,74.97,73.51,74.14,4018787.0
2020-10-02,,75.1265,73.45,74.46,3047929.0
2020-10-05,,76.06,74.52,75.91,3762057.0
2020-10-06,,76.74,75.31,75.5,3409520.0
