date,open,high,low,close,volume,ticker,price,eps,pe_ratio,net_income,total_assets,shareholders_equity,total_debt,roe,roa,debt_to_equity,market_cap,shares_outstanding,is_eps_missing,is_eps_stale,is_pe_ratio_missing,is_pe_ratio_stale,is_net_income_missing,is_net_income_stale,is_total_assets_missing,is_total_assets_stale,is_shareholders_equity_missing,is_shareholders_equity_stale,is_total_debt_missing,is_total_debt_stale,is_roe_missing,is_roe_stale,is_roa_missing,is_roa_stale,is_debt_to_equity_missing,is_debt_to_equity_stale,is_market_cap_missing,is_market_cap_stale,is_shares_outstanding_missing,is_shares_outstanding_stale
2024-09-09,,142.02,138.54,140.3,9892347.0,CVX,140.3,2.43,57.73662551440329,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-10,,141.08,137.09,138.23,8202480.0,CVX,138.23,2.43,56.88477366255143,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-11,,138.4801,135.3672,137.88,9534010.0,CVX,137.88,2.43,56.74074074074073,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-12,,139.47,137.42,139.21,6593436.0,CVX,139.21,2.43,57.2880658436214,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-13,,141.53,139.7124,140.61,5900747.0,CVX,140.61,2.43,57.8641975308642,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-16,,143.165,141.065,142.09,6864275.0,CVX,142.09,2.43,58.47325102880658,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-17,,144.14,141.74,143.41,7338782.0,CVX,143.41,2.43,59.01646090534979,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-18,,145.6,143.19,143.96,6180252.0,CVX,143.96,2.43,59.24279835390946,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-19,,146.78,144.93,144.99,7247416.0,CVX,144.99,2.43,59.66666666666666,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-20,,145.91,143.44,145.68,23162864.0,CVX,145.68,2.43,59.95061728395061,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-23,,148.415,145.95,147.54,6960639.0,CVX,147.54,2.43,60.71604938271605,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-24,,149.1,146.91,147.45,6014208.0,CVX,147.45,2.43,60.679012345679006,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-25,,147.41,143.5,143.97,7875694.0,CVX,143.97,2.43,59.24691358024691,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-26,,143.22,140.63,141.99,8046171.0,CVX,141.99,2.43,58.4320987654321,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-27,,145.77,142.84,145.49,8049155.0,CVX,145.49,2.43,59.8724279835391,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-09-30,,147.48,144.28,147.27,7494608.0,CVX,147.27,2.43,60.60493827160494,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-01,,150.52,145.45,149.7,9489121.0,CVX,149.7,2.43,61.60493827160493,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-02,,152.28,149.26,150.95,8105420.0,CVX,150.95,2.43,62.119341563786,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-03,,152.17,150.02,151.25,6553282.0,CVX,151.25,2.43,62.24279835390946,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-04,,152.5,150.135,150.74,7895285.0,CVX,150.74,2.43,62.03292181069959,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-07,,152.75,150.69,151.12,5895852.0,CVX,151.12,2.43,62.18930041152263,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-08,,149.6,147.73,148.75,5892739.0,CVX,148.75,2.43,61.21399176954732,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-09,,150.37,147.36,149.65,4973453.0,CVX,149.65,2.43,61.584362139917694,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-10,,151.55,149.85,150.62,4420891.0,CVX,150.62,2.43,61.983539094650205,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-11,,152.33,150.25,151.42,5051314.0,CVX,151.42,2.43,62.31275720164608,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-14,,151.9,150.18,151.78,4214721.0,CVX,151.78,2.43,62.46090534979424,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-15,,149.955,147.56,147.73,6704610.0,CVX,147.73,2.43,60.79423868312757,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-16,,149.0312,148.21,148.73,4303737.0,CVX,148.73,2.43,61.20576131687242,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-17,,151.33,148.97,151.2,6593136.0,CVX,151.2,2.43,62.22222222222221,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-18,,151.08,149.375,150.75,5208202.0,CVX,150.75,2.43,62.03703703703703,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-21,,152.48,150.49,150.88,5073999.0,CVX,150.88,2.43,62.090534979423865,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-22,,151.68,150.22,150.92,4416409.0,CVX,150.92,2.43,62.10699588477365,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-23,,151.0,149.2909,150.48,5248853.0,CVX,150.48,2.43,61.92592592592592,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-24,,151.45,149.38,150.45,5474258.0,CVX,150.45,2.43,61.91358024691357,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-25,,152.12,150.46,150.81,6839894.0,CVX,150.81,2.43,62.06172839506173,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-28,,150.7,148.16,150.54,8892039.0,CVX,150.54,2.43,61.950617283950606,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-29,,150.415,147.87,148.52,6014676.0,CVX,148.52,2.43,61.11934156378601,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-30,,149.65,147.66,148.05,5784011.0,CVX,148.05,2.43,60.92592592592592,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-10-31,,149.57,147.89,148.82,8400855.0,CVX,148.82,2.43,61.24279835390946,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-01,,155.9303,151.7,153.07,11727977.0,CVX,153.07,2.43,62.9917695473251,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-04,,154.42,152.6199,153.97,6129961.0,CVX,153.97,2.43,63.362139917695465,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-05,,154.67,152.55,153.41,5978897.0,CVX,153.41,2.43,63.13168724279835,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-06,,158.61,156.12,157.72,12118908.0,CVX,157.72,2.43,64.90534979423867,4443000000.0,260644000000.0,159233000000.0,39579000000.0,0.0279025076460281,0.0170462393149276,0.2485602858703912,260381740740.74072,1828395061.728395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-07,,158.01,156.4,156.77,8143245.0,CVX,156.77,2.49,62.95983935742972,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-08,,157.58,155.67,156.93,6041457.0,CVX,156.93,2.49,63.024096385542165,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-11,,157.94,155.9,156.5,7771691.0,CVX,156.5,2.49,62.85140562248996,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-12,,157.47,155.12,155.29,5681869.0,CVX,155.29,2.49,62.36546184738955,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-13,,159.02,154.53,158.72,8824013.0,CVX,158.72,2.49,63.7429718875502,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-14,,161.83,159.68,161.8,10111234.0,CVX,161.8,2.49,64.97991967871486,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-15,,162.38,160.76,161.42,9022753.0,CVX,161.42,2.49,64.82730923694778,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-18,,161.52,159.07,160.76,6092141.0,CVX,160.76,2.49,64.56224899598392,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-19,,160.4272,158.751,159.6,4657409.0,CVX,159.6,2.49,64.09638554216866,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-20,,161.44,159.78,161.33,6391252.0,CVX,161.33,2.49,64.79116465863454,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-21,,162.65,161.29,161.63,7945531.0,CVX,161.63,2.49,64.91164658634537,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-22,,162.61,161.15,162.36,7006293.0,CVX,162.36,2.49,65.20481927710843,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-25,,163.17,159.83,160.36,10702395.0,CVX,160.36,2.49,64.40160642570281,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-26,,162.94,161.4,162.53,7369944.0,CVX,162.53,2.49,65.27309236947791,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-27,,164.68,161.61,162.11,7674474.0,CVX,162.11,2.49,65.10441767068274,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-11-29,,162.7499,160.66,161.93,5076953.0,CVX,161.93,2.49,65.03212851405623,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-02,,162.95,160.11,162.21,6229596.0,CVX,162.21,2.49,65.144578313253,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-03,,163.197,161.39,161.92,5900066.0,CVX,161.92,2.49,65.02811244979918,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-04,,161.84,157.86,158.32,7860808.0,CVX,158.32,2.49,63.58232931726907,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-05,,160.67,158.69,159.33,6358358.0,CVX,159.33,2.49,63.98795180722892,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-06,,158.83,155.17,155.24,9701694.0,CVX,155.24,2.49,62.34538152610442,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-09,,160.08,156.82,157.08,9404473.0,CVX,157.08,2.49,63.08433734939759,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-10,,159.52,156.7,157.0,9126158.0,CVX,157.0,2.49,63.05220883534136,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-11,,157.17,155.8,156.21,13764742.0,CVX,156.21,2.49,62.73493975903615,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-12,,156.525,154.2653,154.71,7621522.0,CVX,154.71,2.49,62.13253012048192,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-13,,154.961,153.07,153.87,5816180.0,CVX,153.87,2.49,61.795180722891565,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-16,,153.89,149.25,149.36,11961219.0,CVX,149.36,2.49,59.98393574297189,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-17,,148.65,146.91,148.11,11909333.0,CVX,148.11,2.49,59.48192771084337,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-18,,148.67,143.98,144.08,10170494.0,CVX,144.08,2.49,57.863453815261046,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-19,,144.76,140.95,141.15,16544329.0,CVX,141.15,2.49,56.68674698795181,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-20,,142.85,140.55,142.85,32209195.0,CVX,142.85,2.49,57.36947791164658,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-23,,143.345,141.54,142.97,8156466.0,CVX,142.97,2.49,57.41767068273092,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-24,,144.045,142.26,143.84,3556081.0,CVX,143.84,2.49,57.76706827309236,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-26,,144.31,142.9,143.98,4494424.0,CVX,143.98,2.49,57.823293172690754,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-27,,145.71,143.39,144.0,5296875.0,CVX,144.0,2.49,57.831325301204814,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-30,,143.98,142.35,143.07,6194835.0,CVX,143.07,2.49,57.4578313253012,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2024-12-31,,145.34,143.32,144.84,6137843.0,CVX,144.84,2.49,58.16867469879518,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2025-01-02,,148.07,145.475,146.71,7170257.0,CVX,146.71,2.49,58.91967871485944,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2025-01-03,,148.5,147.3,147.85,5813935.0,CVX,147.85,2.49,59.37751004016064,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2025-01-06,,150.33,146.87,147.26,5888731.0,CVX,147.26,2.49,59.14056224899598,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2025-01-07,,150.4999,147.63,149.59,7735997.0,CVX,149.59,2.49,60.07630522088353,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2025-01-08,,151.18,148.03,150.3,7640885.0,CVX,150.3,2.49,60.36144578313253,4496000000.0,259232000000.0,156202000000.0,39579000000.0,0.0287832422120075,0.0173435378348352,0.2533834393925814,283067437751.004,1805622489.959839,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
