date,open,high,low,close,volume,ticker
2020-07-10,,95.98,94.7052,95.92,90257320.0,AAPL
2020-07-10,,160.75,156.785,160.0,109719640.0,AMZN
2020-07-10,,24.05,22.68,24.02,81697451.0,BAC
2020-07-10,,85.42,82.5,85.23,6359584.0,CVX
2020-07-10,,77.067,75.036,76.9505,35921260.0,GOOGL
2020-07-10,,250.33,246.635,250.11,2779484.0,HD
2020-07-10,,142.87,141.425,142.37,4356185.0,JNJ
2020-07-10,,96.84,91.8706,96.27,29188322.0,JPM
2020-07-10,,45.25,43.86,45.15,16019839.0,KO
2020-07-10,,214.08,211.08,213.67,26177633.0,MSFT
2020-07-10,,10.6553,10.3788,10.4793,497674760.0,NVDA
2020-07-10,,34.04,33.485,33.83,23711666.0,PFE
2020-07-10,,124.5,122.47,123.89,6864517.0,PG
2020-07-10,,103.261,91.734,102.9767,350063295.0,TSLA
2020-07-10,,294.24,287.1006,291.23,2425881.0,UNH
2020-07-10,,54.58,53.84,54.49,15961107.0,VZ
2020-07-10,,43.79,42.42,43.56,44738070.0,WMT
2020-07-10,,42.71,41.1,42.65,19345989.0,XOM
2020-07-13,,99.955,95.2575,95.4775,191649140.0,AAPL
2020-07-13,,167.2145,153.4195,155.2,154402600.0,AMZN
2020-07-13,,24.51,23.855,24.19,74524404.0,BAC
2020-07-13,,86.93,84.81,85.4,7244441.0,CVX
2020-07-13,,78.818,75.328,75.6115,42953960.0,GOOGL
2020-07-13,,257.86,249.09,249.62,4495358.0,HD
2020-07-13,,146.639,143.28,145.21,7084240.0,JNJ
2020-07-13,,99.2663,96.225,97.65,32622946.0,JPM
2020-07-13,,45.675,44.96,45.25,17148667.0,KO
2020-07-13,,215.8,206.5,207.07,38135606.0,MSFT
2020-07-13,,10.7922,10.025,10.0523,457074960.0,NVDA
2020-07-13,,35.72,34.52,35.21,54987550.0,PFE
2020-07-13,,125.585,123.34,124.05,7812676.0,PG
2020-07-13,,119.666,98.074,99.804,584750430.0,TSLA
2020-07-13,,304.52,291.77,299.71,4238698.0,UNH
2020-07-13,,54.765,54.14,54.45,15521510.0,VZ
2020-07-13,,44.5433,42.9633,43.1733,43000116.0,WMT
2020-07-13,,43.287,42.225,42.66,20425678.0,XOM
2020-07-14,,97.255,93.8775,97.0575,170984564.0,AAPL
2020-07-14,,156.369,147.5,154.2,144638660.0,AMZN
2020-07-14,,24.145,23.45,24.14,68045963.0,BAC
2020-07-14,,88.6,85.0401,88.35,7556048.0,CVX
2020-07-14,,76.14,74.2963,76.043,38064800.0,GOOGL
2020-07-14,,258.18,248.46,257.79,4660488.0,HD
2020-07-14,,148.39,145.26,147.92,7575892.0,JNJ
2020-07-14,,99.95,96.64,98.21,43010853.0,JPM
2020-07-14,,45.94,44.6711,45.87,17471532.0,KO
2020-07-14,,208.85,202.03,208.35,37591820.0,MSFT
2020-07-14,,10.4028,9.7855,10.377,542674200.0,NVDA
2020-07-14,,35.42,34.88,35.23,31984552.0,PFE
2020-07-14,,125.66,123.5,125.09,6391983.0,PG
2020-07-14,,106.0,95.4,101.12,351255900.0,TSLA
2020-07-14,,309.74,296.71,308.52,4273588.0,UNH
2020-07-14,,55.65,54.27,55.44,15888107.0,VZ
2020-07-14,,44.1667,43.0087,44.0033,26740275.0,WMT
2020-07-14,,44.19,42.26,44.07,21801427.0,XOM
2020-07-15,,99.2475,96.49,97.725,153175132.0,AAPL
2020-07-15,,154.9175,148.659,150.4435,115777480.0,AMZN
2020-07-15,,24.87,24.28,24.6,58053003.0,BAC
2020-07-15,,90.19,88.21,88.89,6074698.0,CVX
2020-07-15,,76.8165,74.8915,75.844,31026500.0,GOOGL
2020-07-15,,261.2878,255.15,257.8,4423523.0,HD
2020-07-15,,150.205,148.23,148.26,8677317.0,JNJ
2020-07-15,,101.29,98.65,99.73,22975070.0,JPM
2020-07-15,,47.19,46.2,46.4,24136637.0,KO
2020-07-15,,211.33,205.03,208.04,32131409.0,MSFT
2020-07-15,,10.433,10.0558,10.2273,403984920.0,NVDA
2020-07-15,,36.0,35.47,35.72,25896442.0,PFE
2020-07-15,,126.9,124.26,124.5,8285844.0,PG
2020-07-15,,103.3333,97.1333,103.0673,245500560.0,TSLA
2020-07-15,,310.69,298.66,304.07,5227837.0,UNH
2020-07-15,,55.72,55.02,55.06,14155369.0,VZ
2020-07-15,,44.71,43.6,44.0,32392500.0,WMT
2020-07-15,,45.0886,44.21,44.63,17642654.0,XOM
2020-07-16,,97.405,95.905,96.5225,110572372.0,AAPL
2020-07-16,,151.6,145.9115,149.995,127883840.0,AMZN
2020-07-16,,24.22,23.54,23.93,78624918.0,BAC
2020-07-16,,89.48,87.35,88.36,4871105.0,CVX
2020-07-16,,75.7955,74.4135,75.746,26484540.0,GOOGL
2020-07-16,,260.5,256.0,258.08,2542564.0,HD
2020-07-16,,149.34,146.68,149.25,9415441.0,JNJ
2020-07-16,,101.22,98.55,100.01,17002848.0,JPM
2020-07-16,,46.69,45.94,46.15,13588573.0,KO
2020-07-16,,205.7,202.31,203.92,29940653.0,MSFT
2020-07-16,,10.2068,9.8955,10.1348,344964720.0,NVDA
2020-07-16,,35.64,35.255,35.6,17916161.0,PFE
2020-07-16,,125.52,123.91,124.76,4094693.0,PG
2020-07-16,,102.114,97.7333,100.0427,214511775.0,TSLA
2020-07-16,,310.85,303.16,307.15,3884192.0,UNH
2020-07-16,,55.83,54.76,55.78,13714717.0,VZ
2020-07-16,,44.2433,43.7467,44.0667,17926485.0,WMT
2020-07-16,,44.81,43.79,44.28,14929906.0,XOM
2020-07-17,,97.1475,95.84,96.3275,92164500.0,AAPL
2020-07-17,,151.2,147.4225,148.0985,93760380.0,AMZN
2020-07-17,,23.975,23.2,23.22,68810102.0,BAC
2020-07-17,,89.11,86.91,87.19,6369574.0,CVX
2020-07-17,,76.1715,74.905,75.8425,33264620.0,GOOGL
2020-07-17,,260.65,257.72,260.38,3325138.0,HD
2020-07-17,,150.5776,148.69,149.35,8132846.0,JNJ
2020-07-17,,100.08,98.14,98.16,16846037.0,JPM
2020-07-17,,46.91,46.125,46.82,14928568.0,KO
2020-07-17,,205.04,201.39,202.88,31551081.0,MSFT
2020-07-17,,10.2485,10.0878,10.2015,266284640.0,NVDA
2020-07-17,,36.33,35.725,36.25,23657961.0,PFE
2020-07-17,,126.065,124.83,125.63,5361898.0,PG
2020-07-17,,102.5007,99.3333,100.056,139871730.0,TSLA
2020-07-17,,310.97,306.25,306.53,3213634.0,UNH
2020-07-17,,56.595,55.89,56.3,14406973.0,VZ
2020-07-17,,44.4567,43.8233,43.9133,19234410.0,WMT
2020-07-17,,44.685,43.39,43.52,18851708.0,XOM
2020-07-20,,98.5,96.0625,98.3575,90317908.0,AAPL
2020-07-20,,160.068,149.7009,159.842,151934820.0,AMZN
2020-07-20,,23.7,23.11,23.58,61948820.0,BAC
2020-07-20,,87.49,84.8,85.27,15102564.0,CVX
2020-07-20,,78.4505,75.1348,78.192,30165540.0,GOOGL
2020-07-20,,261.2,258.02,260.17,2502250.0,HD
2020-07-20,,150.32,148.43,149.6,6332357.0,JNJ
2020-07-20,,98.39,97.26,97.3,14686068.0,JPM
2020-07-20,,46.83,45.85,46.12,16928057.0,KO
2020-07-20,,212.3,203.01,211.6,36884836.0,MSFT
2020-07-20,,10.5313,10.1568,10.5108,284850840.0,NVDA
2020-07-20,,37.62,36.32,36.5,35908045.0,PFE
2020-07-20,,125.84,124.79,125.24,4351095.0,PG
2020-07-20,,110.0,99.2,109.5333,256820505.0,TSLA
2020-07-20,,308.6,302.3801,303.46,2410747.0,UNH
2020-07-20,,56.28,55.655,55.87,10800582.0,VZ
2020-07-20,,44.2467,43.7133,43.8233,18618483.0,WMT
2020-07-20,,43.51,42.475,42.5,18866765.0,XOM
2020-07-21,,99.25,96.7425,97.0,103644436.0,AAPL
2020-07-21,,162.0288,155.286,156.9145,122699260.0,AMZN
2020-07-21,,24.48,23.69,24.42,76184674.0,BAC
2020-07-21,,91.725,86.36,91.39,15272859.0,CVX
2020-07-21,,79.3525,77.631,77.796,27322660.0,GOOGL
2020-07-21,,263.87,260.72,262.42,2482858.0,HD
2020-07-21,,151.6695,149.5,149.74,5706929.0,JNJ
2020-07-21,,100.05,97.64,99.41,18006663.0,JPM
2020-07-21,,47.99,46.931,47.2,26326530.0,KO
2020-07-21,,213.94,208.03,208.75,38075777.0,MSFT
2020-07-21,,10.5599,10.2868,10.3285,277666840.0,NVDA
2020-07-21,,37.0792,36.52,36.69,23286204.0,PFE
2020-07-21,,126.64,124.92,125.07,5280547.0,PG
2020-07-21,,111.6667,103.8667,104.5573,242359200.0,TSLA
2020-07-21,,307.0,303.11,305.11,2387777.0,UNH
2020-07-21,,56.5,55.795,55.84,12825558.0,VZ
2020-07-21,,44.6633,43.8167,44.11,21991293.0,WMT
2020-07-21,,45.19,43.11,44.65,29208472.0,XOM
2020-07-22,,97.975,96.6025,97.2725,88994732.0,AAPL
2020-07-22,,157.5,153.263,154.9955,82064220.0,AMZN
2020-07-22,,24.33,23.965,24.31,52688279.0,BAC
2020-07-22,,91.25,88.9,91.04,10450725.0,CVX
