date,open,high,low,close,volume,ticker
2020-07-22,,78.349,77.1615,78.2425,24482000.0,GOOGL
2020-07-22,,265.59,262.0,265.17,2787847.0,HD
2020-07-22,,150.405,147.85,150.01,6036043.0,JNJ
2020-07-22,,100.13,97.53,98.69,14529691.0,JPM
2020-07-22,,48.515,47.03,48.48,30367412.0,KO
2020-07-22,,212.3,208.39,211.75,49571192.0,MSFT
2020-07-22,,10.6025,10.2916,10.4388,367290840.0,NVDA
2020-07-22,,38.73,37.52,38.56,88469518.0,PFE
2020-07-22,,126.4,124.21,126.14,6040089.0,PG
2020-07-22,,108.428,104.1333,106.1553,212416200.0,TSLA
2020-07-22,,306.909,301.805,306.71,1987691.0,UNH
2020-07-22,,55.945,55.37,55.75,11478617.0,VZ
2020-07-22,,44.3433,43.73,44.22,16413876.0,WMT
2020-07-22,,44.15,43.37,43.61,21596653.0,XOM
2020-07-23,,97.0775,92.0098,92.845,197003632.0,AAPL
2020-07-23,,154.9136,148.5,149.3275,113138120.0,AMZN
2020-07-23,,24.64,24.11,24.54,61814624.0,BAC
2020-07-23,,91.38,90.02,91.01,6698785.0,CVX
2020-07-23,,78.5175,75.4295,75.8375,33909960.0,GOOGL
2020-07-23,,267.8,261.8,263.81,2728147.0,HD
2020-07-23,,150.85,149.28,149.61,6691766.0,JNJ
2020-07-23,,99.35,97.97,98.98,13046616.0,JPM
2020-07-23,,48.5682,48.03,48.28,16239237.0,KO
2020-07-23,,210.92,202.15,202.54,67457035.0,MSFT
2020-07-23,,10.547,10.0313,10.1298,411661280.0,NVDA
2020-07-23,,39.42,38.18,38.41,58602042.0,PFE
2020-07-23,,127.18,125.6,126.16,6796090.0,PG
2020-07-23,,112.6,98.718,100.8713,364927560.0,TSLA
2020-07-23,,308.5,301.27,302.97,2401623.0,UNH
2020-07-23,,56.09,55.4,55.85,16986870.0,VZ
2020-07-23,,44.3833,43.77,43.88,17010468.0,WMT
2020-07-23,,43.82,43.02,43.7,18202541.0,XOM
2020-07-24,,92.97,89.145,92.615,185433708.0,AAPL
2020-07-24,,151.579,144.4,150.4455,112648260.0,AMZN
2020-07-24,,24.83,24.27,24.35,50875275.0,BAC
2020-07-24,,92.74,89.98,90.13,6741510.0,CVX
2020-07-24,,75.7714,74.3795,75.4105,29907620.0,GOOGL
2020-07-24,,266.89,262.99,265.31,3040309.0,HD
2020-07-24,,150.6,147.03,148.12,5526991.0,JNJ
2020-07-24,,99.8,97.94,98.28,12988567.0,JPM
2020-07-24,,48.8,48.07,48.49,16510410.0,KO
2020-07-24,,202.86,197.51,201.3,39826989.0,MSFT
2020-07-24,,10.3648,9.777,10.1945,473292000.0,NVDA
2020-07-24,,38.15,37.325,37.66,32991450.0,PFE
2020-07-24,,127.77,125.315,125.96,6131893.0,PG
2020-07-24,,97.6667,91.1027,94.4667,290949240.0,TSLA
2020-07-24,,304.28,299.23,300.79,2458088.0,UNH
2020-07-24,,57.57,56.14,56.85,18274660.0,VZ
2020-07-24,,44.1333,43.5033,43.7467,13284099.0,WMT
2020-07-24,,44.42,43.1903,43.43,16679040.0,XOM
2020-07-27,,94.905,93.48,94.81,121199392.0,AAPL
2020-07-27,,154.9,150.7885,152.7605,83407580.0,AMZN
2020-07-27,,24.27,23.875,24.14,55522526.0,BAC
2020-07-27,,91.09,88.8,91.04,7750081.0,CVX
2020-07-27,,76.878,75.6165,76.4715,27123700.0,GOOGL
2020-07-27,,268.68,265.09,267.42,2469336.0,HD
2020-07-27,,148.92,146.86,147.18,5834706.0,JNJ
2020-07-27,,97.63,96.17,96.9,12177004.0,JPM
2020-07-27,,48.51,48.18,48.48,17625029.0,KO
2020-07-27,,203.97,200.86,203.85,30160867.0,MSFT
2020-07-27,,10.4418,10.2178,10.4215,292130200.0,NVDA
2020-07-27,,37.75,37.23,37.54,27022349.0,PFE
2020-07-27,,126.64,125.54,126.32,6607197.0,PG
2020-07-27,,103.196,94.2,102.64,240730035.0,TSLA
2020-07-27,,302.13,297.37,298.6,2113698.0,UNH
2020-07-27,,57.33,56.51,56.87,12609504.0,VZ
2020-07-27,,43.9933,43.62,43.7367,14306991.0,WMT
2020-07-27,,44.09,42.9715,44.07,18900262.0,XOM
2020-07-28,,94.5497,93.2475,93.2525,103581500.0,AAPL
2020-07-28,,153.8546,149.788,150.0165,62533020.0,AMZN
2020-07-28,,24.56,24.075,24.36,49002342.0,BAC
2020-07-28,,91.17,88.77,89.11,6871904.0,CVX
2020-07-28,,76.3005,75.026,75.1825,30910680.0,GOOGL
2020-07-28,,269.07,264.6694,265.28,2265281.0,HD
2020-07-28,,147.99,146.75,146.83,4910681.0,JNJ
2020-07-28,,97.8854,96.5,97.32,11862089.0,JPM
2020-07-28,,49.28,48.1,48.18,14089507.0,KO
2020-07-28,,204.7,201.74,202.02,23251388.0,MSFT
2020-07-28,,10.382,10.2093,10.2155,271636040.0,NVDA
2020-07-28,,39.335,38.06,39.02,54321668.0,PFE
2020-07-28,,128.46,126.29,127.88,7715068.0,PG
2020-07-28,,104.3133,98.2947,98.4327,237130500.0,TSLA
2020-07-28,,301.4,297.205,299.93,2287708.0,UNH
2020-07-28,,57.7,56.97,57.48,13637562.0,VZ
2020-07-28,,44.1267,43.64,43.92,14600286.0,WMT
2020-07-28,,44.25,43.46,43.55,19432373.0,XOM
2020-07-29,,95.23,93.7125,95.04,90329256.0,AAPL
2020-07-29,,151.958,149.8385,151.6765,59440700.0,AMZN
2020-07-29,,25.29,24.19,25.27,72131307.0,BAC
2020-07-29,,90.08,88.5776,90.07,6490174.0,CVX
2020-07-29,,76.6665,75.1505,76.1755,22675460.0,GOOGL
2020-07-29,,267.105,264.17,264.66,2919074.0,HD
2020-07-29,,147.47,146.07,146.54,4624296.0,JNJ
2020-07-29,,99.71,97.0,99.68,12897811.0,JPM
2020-07-29,,48.5,47.82,48.02,13983197.0,KO
2020-07-29,,204.65,202.01,204.06,19532602.0,MSFT
2020-07-29,,10.5163,10.347,10.4655,284507680.0,NVDA
2020-07-29,,39.45,38.45,39.26,36159995.0,PFE
2020-07-29,,129.24,127.36,128.31,6821655.0,PG
2020-07-29,,102.3207,99.1333,99.9407,141403395.0,TSLA
2020-07-29,,309.75,300.0,306.68,2709472.0,UNH
2020-07-29,,57.686,57.16,57.45,9573630.0,VZ
2020-07-29,,43.9533,43.2833,43.5633,14402589.0,WMT
2020-07-29,,44.09,43.34,44.03,14357462.0,XOM
2020-07-30,,96.2975,93.7675,96.19,158116020.0,AAPL
2020-07-30,,154.6,150.25,152.594,122275500.0,AMZN
2020-07-30,,24.95,24.345,24.84,62617071.0,BAC
2020-07-30,,88.495,85.7,86.27,10230919.0,CVX
2020-07-30,,77.0445,74.7585,76.9185,35979620.0,GOOGL
2020-07-30,,267.345,261.55,266.31,2399330.0,HD
2020-07-30,,147.5,146.14,146.84,6059590.0,JNJ
2020-07-30,,97.74,96.05,97.02,15028234.0,JPM
2020-07-30,,48.23,47.2,47.69,17503943.0,KO
2020-07-30,,204.46,199.57,203.9,25079596.0,MSFT
2020-07-30,,10.623,10.2953,10.614,308880160.0,NVDA
2020-07-30,,38.94,38.2009,38.74,31407575.0,PFE
2020-07-30,,132.03,129.65,131.42,10980323.0,PG
2020-07-30,,100.8827,98.0667,99.166,114315585.0,TSLA
2020-07-30,,306.46,298.89,305.23,2240391.0,UNH
2020-07-30,,57.46,57.14,57.3,12881416.0,VZ
2020-07-30,,43.4733,42.9067,43.3733,14016747.0,WMT
2020-07-30,,43.18,41.825,41.87,30273396.0,XOM
2020-07-31,,106.415,100.825,106.26,374295468.0,AAPL
2020-07-31,,162.341,157.55,158.234,161666600.0,AMZN
2020-07-31,,24.95,24.46,24.88,62719452.0,BAC
2020-07-31,,84.1,81.51,83.94,19394033.0,CVX
2020-07-31,,75.251,72.7,74.3975,91527640.0,GOOGL
2020-07-31,,267.17,260.61,265.49,3709072.0,HD
2020-07-31,,147.45,143.96,145.76,8380743.0,JNJ
2020-07-31,,96.93,95.25,96.64,14861402.0,JPM
2020-07-31,,47.77,46.73,47.24,15077253.0,KO
2020-07-31,,205.1,199.01,205.01,51247969.0,MSFT
2020-07-31,,10.7665,10.433,10.6148,386286000.0,NVDA
2020-07-31,,38.75,37.86,38.48,27566729.0,PFE
2020-07-31,,131.21,129.27,131.12,9016194.0,PG
2020-07-31,,101.1367,94.732,95.384,183704400.0,TSLA
2020-07-31,,303.74,298.05,302.78,3950677.0,UNH
2020-07-31,,57.5,56.65,57.48,16426285.0,VZ
2020-07-31,,43.3633,42.54,43.1333,21887268.0,WMT
2020-07-31,,42.17,40.91,42.08,32270629.0,XOM
2020-08-03,,111.6364,107.8925,108.9375,308150416.0,AAPL
2020-08-03,,159.2,155.2,155.5945,101448260.0,AMZN
2020-08-03,,25.31,24.69,24.99,59114402.0,BAC
2020-08-03,,85.14,83.8,84.81,11389231.0,CVX
2020-08-03,,74.8865,73.586,74.138,45521500.0,GOOGL
2020-08-03,,268.58,265.67,266.18,2417241.0,HD
2020-08-03,,147.79,146.15,147.35,4186834.0,JNJ
2020-08-03,,97.57,95.85,96.1,13142195.0,JPM
2020-08-03,,47.36,46.23,46.3,14398157.0,KO
2020-08-03,,217.64,210.44,216.54,78903009.0,MSFT
2020-08-03,,11.0988,10.7153,11.0102,413018240.0,NVDA
2020-08-03,,38.66,38.215,38.35,29955775.0,PFE
2020-08-03,,131.92,130.47,131.29,8019736.0,PG
2020-08-03,,100.654,96.2923,99.0,132140190.0,TSLA
2020-08-03,,304.91,299.2,303.61,2665527.0,UNH
2020-08-03,,57.87,57.12,57.24,14081715.0,VZ
2020-08-03,,43.3717,42.7571,43.1,15270093.0,WMT
2020-08-03,,42.5,41.47,42.25,23414646.0,XOM
2020-08-04,,110.79,108.3875,109.665,172688068.0,AAPL
2020-08-04,,158.362,155.0605,156.9415,93535880.0,AMZN
2020-08-04,,25.06,24.86,25.01,38557894.0,BAC
2020-08-04,,86.72,84.2808,86.49,9226251.0,CVX
2020-08-04,,74.6555,73.2015,73.665,37212180.0,GOOGL
2020-08-04,,267.89,263.84,267.87,2265518.0,HD
2020-08-04,,147.22,145.8247,147.22,4256290.0,JNJ
2020-08-04,,95.95,95.03,95.55,13556193.0,JPM
2020-08-04,,46.86,46.22,46.69,11974940.0,KO
2020-08-04,,214.77,210.31,213.29,48644158.0,MSFT
2020-08-04,,11.2278,10.906,11.2278,310335600.0,NVDA
2020-08-04,,38.68,38.09,38.39,28284711.0,PFE
2020-08-04,,133.93,130.7,133.79,7900587.0,PG
2020-08-04,,101.8273,97.4667,99.1333,124949850.0,TSLA
2020-08-04,,308.86,300.07,304.5,3633447.0,UNH
2020-08-04,,58.14,57.18,57.91,11790050.0,VZ
2020-08-04,,43.9033,42.98,43.88,18447711.0,WMT
2020-08-04,,43.6,42.24,43.47,17992999.0,XOM
2020-08-05,,110.3925,108.8975,110.0625,121991952.0,AAPL
2020-08-05,,160.6793,156.365,160.2515,78600500.0,AMZN
2020-08-05,,25.59,25.25,25.39,52375713.0,BAC
2020-08-05,,88.43,86.405,87.2,7506456.0,CVX
2020-08-05,,74.5,73.5608,73.9545,29150360.0,GOOGL
2020-08-05,,268.39,265.89,267.48,1993900.0,HD
2020-08-05,,149.31,147.8,148.4,5653935.0,JNJ
2020-08-05,,98.47,95.72,97.21,15584865.0,JPM
2020-08-05,,47.265,46.81,47.22,10819145.0,KO
2020-08-05,,215.0,211.57,212.94,28858621.0,MSFT
2020-08-05,,11.3717,11.1663,11.2868,250499720.0,NVDA
2020-08-05,,38.53,38.13,38.45,23669810.0,PFE
2020-08-05,,134.65,133.12,133.44,5856232.0,PG
2020-08-05,,99.9892,97.8873,99.0013,74670225.0,TSLA
2020-08-05,,312.96,305.02,312.47,3046154.0,UNH
2020-08-05,,58.19,57.405,57.54,9989828.0,VZ
2020-08-05,,43.5833,42.9433,43.27,25947141.0,WMT
2020-08-05,,44.31,43.53,43.85,17775562.0,XOM
2020-08-06,,114.4125,109.7975,113.9025,202411900.0,AAPL
2020-08-06,,162.3735,158.2715,161.25,78812040.0,AMZN
2020-08-06,,25.665,25.28,25.47,52896220.0,BAC
2020-08-06,,87.9,86.1,87.47,7144408.0,CVX
2020-08-06,,75.3135,73.595,75.2475,33292020.0,GOOGL
2020-08-06,,270.44,266.53,269.37,2241016.0,HD
2020-08-06,,149.25,146.5,147.55,5000423.0,JNJ
2020-08-06,,98.1,96.54,97.24,10681841.0,JPM
2020-08-06,,47.53,46.6,47.48,11142033.0,KO
2020-08-06,,216.3705,211.55,216.35,32656843.0,MSFT
2020-08-06,,11.358,11.1788,11.3355,244315680.0,NVDA
2020-08-06,,39.1,38.151,38.27,20317858.0,PFE
2020-08-06,,133.37,132.12,132.71,4098314.0,PG
2020-08-06,,101.154,98.484,99.3053,89884695.0,TSLA
2020-08-06,,316.24,310.4,314.06,3345051.0,UNH
2020-08-06,,57.945,57.45,57.83,10591049.0,VZ
2020-08-06,,43.41,43.01,43.1167,14816391.0,WMT
2020-08-06,,43.9,43.25,43.64,14718934.0,XOM
2020-08-07,,113.675,110.2925,111.1125,198019812.0,AAPL
2020-08-07,,162.0405,157.0336,158.373,78722540.0,AMZN
2020-08-07,,26.1911,25.26,26.11,63928034.0,BAC
2020-08-07,,87.11,85.74,86.8,7288229.0,CVX
2020-08-07,,76.0045,74.3135,74.9185,27725880.0,GOOGL
2020-08-07,,274.9199,269.81,271.64,2901483.0,HD
2020-08-07,,148.65,147.15,148.6,3722484.0,JNJ
2020-08-07,,99.49,96.56,99.38,14908314.0,JPM
2020-08-07,,48.08,47.21,47.8,11859399.0,KO
2020-08-07,,215.7,210.93,212.48,27820421.0,MSFT
2020-08-07,,11.5048,11.0375,11.1995,342515960.0,NVDA
2020-08-07,,38.615,38.16,38.45,22307843.0,PFE
2020-08-07,,133.64,132.45,133.55,5046531.0,PG
2020-08-07,,99.9833,94.334,96.8473,133446300.0,TSLA
2020-08-07,,319.0,313.34,317.03,2631069.0,UNH
2020-08-07,,58.55,57.65,58.53,12950870.0,VZ
2020-08-07,,43.4867,43.0367,43.3233,16782987.0,WMT
2020-08-07,,43.52,42.81,43.44,19057164.0,XOM
2020-08-10,,113.775,110.0,112.7275,212402024.0,AAPL
2020-08-10,,158.6255,155.076,157.408,63345480.0,AMZN
2020-08-10,,26.81,26.21,26.56,64741822.0,BAC
2020-08-10,,89.76,87.6,89.73,8289746.0,CVX
2020-08-10,,75.3575,73.8745,74.841,20546580.0,GOOGL
2020-08-10,,275.0,271.795,274.73,2427938.0,HD
2020-08-10,,149.01,147.72,148.03,4169694.0,JNJ
2020-08-10,,102.04,100.0343,100.64,15211636.0,JPM
2020-08-10,,48.275,47.66,47.72,12170297.0,KO
2020-08-10,,211.88,206.35,208.25,36704662.0,MSFT
2020-08-10,,11.4083,10.8565,11.165,427795920.0,NVDA
2020-08-10,,38.66,38.26,38.39,19274373.0,PFE
2020-08-10,,134.4399,133.185,134.1,5904209.0,PG
2020-08-10,,97.1667,92.3893,94.5713,112833960.0,TSLA
2020-08-10,,320.47,315.582,319.1,2599696.0,UNH
2020-08-10,,59.15,58.465,58.99,12387631.0,VZ
2020-08-10,,44.1133,43.2167,43.96,17910075.0,WMT
2020-08-10,,44.6,43.595,44.51,24733437.0,XOM
2020-08-11,,112.4825,109.1067,109.375,187902376.0,AAPL
2020-08-11,,157.961,153.65,154.0335,74360960.0,AMZN
2020-08-11,,27.75,26.78,26.92,82301418.0,BAC
2020-08-11,,93.01,89.17,89.62,9261793.0,CVX
2020-08-11,,75.522,73.9095,74.027,31097060.0,GOOGL
2020-08-11,,279.37,274.41,274.92,3414800.0,HD
2020-08-11,,149.23,146.37,146.97,6490972.0,JNJ
2020-08-11,,106.16,103.51,103.82,32139595.0,JPM
2020-08-11,,48.6527,47.7,47.93,16875834.0,KO
2020-08-11,,207.65,203.14,203.38,36446459.0,MSFT
2020-08-11,,11.1367,10.7958,10.85,354510520.0,NVDA
2020-08-11,,38.58,37.675,37.79,20666183.0,PFE
2020-08-11,,134.7399,132.795,133.23,5499005.0,PG
2020-08-11,,94.6667,91.0,91.626,129387510.0,TSLA
2020-08-11,,324.57,314.66,315.55,3079438.0,UNH
2020-08-11,,59.6083,58.25,58.51,13094823.0,VZ
2020-08-11,,44.29,43.2434,43.4,25704387.0,WMT
2020-08-11,,46.42,44.73,44.97,29541246.0,XOM
2020-08-12,,113.275,110.2975,113.01,165942820.0,AAPL
2020-08-12,,158.7193,155.071,158.112,70544580.0,AMZN
2020-08-12,,27.57,26.41,26.73,62823994.0,BAC
2020-08-12,,91.66,89.45,90.72,9182461.0,CVX
2020-08-12,,75.5835,74.25,75.362,22531200.0,GOOGL
2020-08-12,,282.9673,276.96,281.58,3918738.0,HD
2020-08-12,,150.24,147.49,149.66,5352444.0,JNJ
2020-08-12,,106.43,101.71,102.94,19566785.0,JPM
2020-08-12,,48.69,48.12,48.43,9768785.0,KO
2020-08-12,,210.28,204.75,209.19,28041364.0,MSFT
2020-08-12,,11.467,10.9583,11.4403,464942920.0,NVDA
2020-08-12,,38.55,37.81,38.33,19300705.0,PFE
2020-08-12,,135.97,133.7,135.46,6001211.0,PG
2020-08-12,,105.6667,95.6667,103.6507,328463985.0,TSLA
2020-08-12,,323.29,317.64,322.27,2941314.0,UNH
2020-08-12,,58.97,58.52,58.6,10987880.0,VZ
2020-08-12,,44.0767,43.0267,43.9633,19329240.0,WMT
2020-08-12,,44.94,43.63,44.09,22902819.0,XOM
2020-08-13,,116.0425,113.9275,115.01,210082064.0,AAPL
2020-08-13,,160.8761,157.75,158.051,62980860.0,AMZN
2020-08-13,,26.67,26.14,26.35,56539670.0,BAC
2020-08-13,,91.28,89.7623,89.82,7453426.0,CVX
2020-08-13,,76.8487,75.4105,75.8325,22394220.0,GOOGL
2020-08-13,,282.655,279.74,281.66,2262324.0,HD
2020-08-13,,149.19,147.53,148.0,5268147.0,JNJ
2020-08-13,,103.36,101.635,102.37,13832540.0,JPM
2020-08-13,,48.73,48.06,48.38,10169239.0,KO
2020-08-13,,211.35,208.15,208.7,22588870.0,MSFT
2020-08-13,,11.7218,11.3558,11.443,374459560.0,NVDA
2020-08-13,,38.18,37.88,38.17,14968436.0,PFE
2020-08-13,,135.87,134.93,135.78,5141294.0,PG
2020-08-13,,110.0787,104.484,108.0667,306379620.0,TSLA
2020-08-13,,321.87,317.84,321.52,2193819.0,UNH
2020-08-13,,58.6,58.19,58.52,7674852.0,VZ
2020-08-13,,43.9867,43.5767,43.95,20032743.0,WMT
2020-08-13,,43.87,42.92,43.01,17641867.0,XOM
2020-08-14,,115.0,113.045,114.9075,165423808.0,AAPL
