date,open,high,low,close,volume
2020-07-10,,43.79,42.42,43.56,44738070.0
2020-07-13,,44.5433,42.9633,43.1733,43000116.0
2020-07-14,,44.1667,43.0087,44.0033,26740275.0
2020-07-15,,44.71,43.6,44.0,32392500.0
2020-07-16,,44.2433,43.7467,44.0667,17926485.0
2020-07-17,,44.4567,43.8233,43.9133,19234410.0
2020-07-20,,44.2467,43.7133,43.8233,18618483.0
2020-07-21,,44.6633,43.8167,44.11,21991293.0
2020-07-22,,44.3433,43.73,44.22,16413876.0
2020-07-23,,44.3833,43.77,43.88,17010468.0
2020-07-24,,44.1333,43.5033,43.7467,13284099.0
2020-07-27,,43.9933,43.62,43.7367,14306991.0
2020-07-28,,44.1267,43.64,43.92,14600286.0
2020-07-29,,43.9533,43.2833,43.5633,14402589.0
2020-07-30,,43.4733,42.9067,43.3733,14016747.0
2020-07-31,,43.3633,42.54,43.1333,21887268.0
2020-08-03,,43.3717,42.7571,43.1,15270093.0
2020-08-04,,43.9033,42.98,43.88,18447711.0
2020-08-05,,43.5833,42.9433,43.27,25947141.0
2020-08-06,,43.41,43.01,43.1167,14816391.0
2020-08-07,,43.4867,43.0367,43.3233,16782987.0
2020-08-10,,44.1133,43.2167,43.96,17910075.0
2020-08-11,,44.29,43.2434,43.4,25704387.0
2020-08-12,,44.0767,43.0267,43.9633,19329240.0
2020-08-13,,43.9867,43.5767,43.95,20032743.0
2020-08-14,,44.3233,43.8767,44.2,20421471.0
2020-08-17,,45.3767,44.6167,45.2,40101081.0
2020-08-18,,45.8774,44.39,44.9033,81299286.0
2020-08-19,,44.8867,43.9517,44.1367,38776146.0
2020-08-20,,44.0233,43.35,43.5233,27370377.0
2020-08-21,,44.2233,43.3667,43.8767,25787535.0
2020-08-24,,44.16,43.4433,43.7767,20161671.0
2020-08-25,,43.7456,43.2233,43.5433,22299897.0
2020-08-26,,43.6267,43.2333,43.5667,19193598.0
2020-08-27,,46.45,43.6333,45.5433,119374644.0
2020-08-28,,47.0233,45.9467,46.7667,65249127.0
2020-08-31,,46.2967,45.1767,46.2833,46086747.0
2020-09-01,,49.8633,46.6833,49.1967,108004026.0
2020-09-02,,50.4433,48.5367,49.2267,53068914.0
2020-09-03,,49.8667,47.27,48.18,48721455.0
2020-09-04,,48.3461,46.7,47.61,34548561.0
2020-09-08,,47.3,46.0867,46.15,34723182.0
2020-09-09,,47.5367,46.4833,46.63,34040781.0
2020-09-10,,46.845,45.5286,45.6033,34082706.0
2020-09-11,,46.1467,45.1833,45.5667,29159790.0
2020-09-14,,47.0333,45.2933,45.7733,46145301.0
2020-09-15,,46.36,45.56,45.7867,30774930.0
2020-09-16,,46.2275,45.35,45.42,28284204.0
2020-09-17,,45.8567,45.0067,45.5633,37710732.0
2020-09-18,,45.8433,44.9167,45.0967,59370114.0
2020-09-21,,45.7467,45.0967,45.69,47921538.0
2020-09-22,,46.33,45.5233,46.1033,33670479.0
2020-09-23,,46.4133,45.2731,45.33,23507079.0
2020-09-24,,45.9317,45.0233,45.5667,29721222.0
2020-09-25,,45.845,45.32,45.7567,22970682.0
2020-09-28,,46.0167,45.5733,45.75,21653280.0
2020-09-29,,46.0467,45.4633,45.7133,28026288.0
2020-09-30,,47.2467,45.7338,46.6367,35019987.0
2020-10-01,,48.1266,46.7533,47.6933,43729317.0
2020-10-02,,47.7,46.7099,46.8333,25149342.0
2020-10-05,,47.3966,47.0217,47.2667,14604339.0
2020-10-06,,47.6466,46.75,46.8767,21789237.0
2020-10-07,,47.1833,46.75,46.9633,17216694.0
2020-10-08,,47.3633,47.04,47.12,14553057.0
